order_id,order_date,region,category,unit_price,units_sold,discount_pct,revenue,customer_rating
ORD00344,2025-12-21,South,Electronics,184.84,8,20,1182.98,4.5
ORD00079,2025-12-22,East,Sports,60.95,8,20,390.08,3.6
ORD00034,2025-12-22,North,Sports,64.69,9,0,582.21,
ORD00304,2025-12-23,East,Home Goods,57.17,9,10,463.08,4.3
ORD00396,2025-12-23,North,Home Goods,89.94,17,5,1452.53,4.4
ORD00187,2025-12-24,North,Apparel,37.46,6,15,191.05,4.3
ORD00213,2025-12-24,North,Sports,70.45,4,0,281.8,3.5
ORD00216,2025-12-24,South,Home Goods,82.11,7,0,574.77,4.3
ORD00063,2025-12-27,East,Sports,76.45,11,5,798.9,5.0
ORD00273,2025-12-28,South,Electronics,211.34,6,0,1268.04,5.0
ORD00294,2025-12-29,East,Apparel,65.11,8,15,442.75,5.0
ORD00298,2025-12-30,West,Apparel,53.37,14,0,10111.41094080706,4.0
ORD00227,2025-12-30,East,Electronics,145.27,11,15,1358.27,3.3
ORD00190,2025-12-31,North,Home Goods,92.13,14,0,1289.82,4.2
